Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,PINGAVG,PINGMIN,PINGMAX,PINGSTDEV,PINGLOSS,CELLHEX,NODEHEX,LACHEX,RAWCELLID,NRxRSRP,NRxRSRQ
2020.02.13_13.57.59,-8.394564,51.886198,0,B,11,5G,-103,-14,6.0,10,-107,216188,181,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105,-13
2020.02.13_13.58.01,-8.394564,51.886198,0,B,11,5G,-103,-14,6.0,10,-107,0,1,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105,-13
2020.02.13_13.58.01,-8.394564,51.886198,0,B,11,5G,-103,-14,6.0,10,-105,0,1,D,71.0,69.0,73.0,2.0,0.0,B,A4DF,9CBA,10805003,-105,-13
2020.02.13_13.58.02,-8.394564,51.886198,0,B,11,5G,-102,-15,1.0,7,-105,5190,88,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105,-13
2020.02.13_13.58.03,-8.394564,51.886198,0,B,11,5G,-102,-15,1.0,7,-107,18086,97,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105,-13
2020.02.13_13.58.04,-8.394564,51.886198,0,B,11,5G,-98,-10,3.0,9,-105,18750,56,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-106,-13
2020.02.13_13.58.05,-8.394564,51.886198,0,B,11,5G,-98,-10,3.0,9,-105,18724,80,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-106,-13
2020.02.13_13.58.06,-8.394564,51.886198,0,B,11,5G,-99,-11,0.0,14,-105,74510,204,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105,-12
2020.02.13_13.58.08,-8.394564,51.886198,0,B,11,5G,-99,-11,0.0,14,-105,93982,216,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105,-12
2020.02.13_13.58.09,-8.394564,51.886198,0,B,11,5G,-99,-10,8.0,12,-105,100156,182,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-106,-14
2020.02.13_13.58.10,-8.394564,51.886198,0,B,11,5G,-99,-10,8.0,12,-105,98998,149,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-106,-14
2020.02.13_13.58.11,-8.394564,51.886198,0,B,11,5G,-100,-11,1.0,7,-105,103488,167,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-106,-14
2020.02.13_13.58.12,-8.394564,51.886198,0,B,11,5G,-100,-11,1.0,7,-105,118562,229,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-106,-14
2020.02.13_13.58.14,-8.394564,51.886198,0,B,11,5G,-102,-13,-1.0,13,-105,114812,188,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-107,-14
2020.02.13_13.58.15,-8.394564,51.886198,0,B,11,5G,-102,-13,-1.0,13,-105,8167,39,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-107,-14
2020.02.13_13.58.15,-8.394564,51.886198,0,B,11,5G,-102,-13,-1.0,13,-105,8167,39,D,74.0,71.0,78.0,3.0,0.0,B,A4DF,9CBA,10805003,-107,-14
2020.02.13_13.58.16,-8.394564,51.886198,0,B,11,5G,-100,-11,5.0,9,-105,11121,204,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105,-11
2020.02.13_13.58.17,-8.394564,51.886198,0,B,11,5G,-100,-11,5.0,9,-105,19245,72,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105,-11
2020.02.13_13.58.18,-8.394564,51.886198,0,B,11,5G,-100,-14,4.0,9,-105,19983,71,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105,-12
2020.02.13_13.58.19,-8.394564,51.886198,0,B,11,5G,-100,-14,4.0,9,-105,20423,66,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105,-12
2020.02.13_13.58.21,-8.394564,51.886198,0,B,11,5G,-99,-10,3.0,8,-105,22370,127,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105,-10
2020.02.13_13.58.22,-8.394564,51.886198,0,B,11,5G,-99,-10,3.0,8,-105,30828,149,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105,-10
2020.02.13_13.58.23,-8.394564,51.886198,0,B,11,5G,-99,-12,10.0,13,-107,38276,165,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-107,-17
2020.02.13_13.58.24,-8.394564,51.886198,0,B,11,5G,-99,-12,10.0,13,-107,45991,161,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-107,-17
2020.02.13_13.58.25,-8.394564,51.886198,0,B,11,5G,-99,-13,12.0,11,-105,49532,180,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-106,-10
2020.02.13_13.58.27,-8.394564,51.886198,0,B,11,5G,-99,-13,12.0,11,-105,58464,184,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-106,-10
2020.02.13_13.58.28,-8.394564,51.886198,0,B,11,5G,-103,-12,-3.0,9,-103,17890,64,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103,-12
2020.02.13_13.58.29,-8.394564,51.886198,0,B,11,5G,-103,-12,-3.0,9,-103,17890,64,D,73.0,70.0,78.0,3.0,0.0,B,A4DF,9CBA,10805003,-103,-12
2020.02.13_13.58.29,-8.394564,51.886198,0,B,11,5G,-103,-12,-3.0,9,-103,3,3,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103,-12
2020.02.13_13.58.30,-8.394564,51.886198,0,B,11,5G,-102,-10,3.0,11,-103,18455,186,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104,-9
2020.02.13_13.58.31,-8.394564,51.886198,0,B,11,5G,-102,-10,3.0,11,-103,19092,59,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104,-9
2020.02.13_13.58.33,-8.394564,51.886198,0,B,11,5G,-102,-12,1.0,12,-103,19695,65,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102,-11
2020.02.13_13.58.34,-8.394564,51.886198,0,B,11,5G,-102,-12,1.0,12,-103,18534,59,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102,-11
2020.02.13_13.58.35,-8.394564,51.886198,0,B,11,5G,-102,-13,-5.0,14,-103,19148,63,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102,-10
2020.02.13_13.58.36,-8.394564,51.886198,0,B,11,5G,-102,-13,-5.0,14,-103,20413,64,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102,-10
2020.02.13_13.58.37,-8.394564,51.886198,0,B,11,5G,-102,-15,-6.0,10,-103,19683,62,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103,-12
2020.02.13_13.58.38,-8.394564,51.886198,0,B,11,5G,-102,-15,-6.0,10,-103,19478,60,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103,-12
2020.02.13_13.58.40,-8.394564,51.886198,0,B,11,5G,-102,-12,3.0,11,-103,19617,65,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102,-12
2020.02.13_13.58.42,-8.394564,51.886198,0,B,11,5G,-102,-16,-5.0,10,-103,0,0,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102,-11
2020.02.13_13.58.43,-8.394564,51.886198,0,B,11,5G,-102,-16,-5.0,10,-103,0,0,D,72.0,71.0,74.0,1.0,0.0,B,A4DF,9CBA,10805003,-102,-11
2020.02.13_13.58.43,-8.394564,51.886198,0,B,11,5G,-102,-16,-5.0,10,-103,4401,75,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102,-11
2020.02.13_13.58.44,-8.394564,51.886198,0,B,11,5G,-102,-11,-5.0,11,-103,18434,123,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103,-11
2020.02.13_13.58.46,-8.394564,51.886198,0,B,11,5G,-102,-11,-5.0,11,-103,19087,65,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103,-11
2020.02.13_13.58.47,-8.394564,51.886198,0,B,11,5G,-101,-11,-4.0,11,-103,18574,71,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103,-11
2020.02.13_13.58.48,-8.394564,51.886198,0,B,11,5G,-101,-11,-4.0,11,-103,17790,71,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103,-11
2020.02.13_13.58.49,-8.394564,51.886198,0,B,11,5G,-102,-13,-4.0,12,-103,17711,68,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102,-11
2020.02.13_13.58.50,-8.394564,51.886198,0,B,11,5G,-102,-13,-4.0,12,-103,19008,77,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102,-11
2020.02.13_13.58.52,-8.394564,51.886198,0,B,11,5G,-101,-10,7.0,12,-103,18112,76,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102,-11
2020.02.13_13.58.53,-8.394564,51.886198,0,B,11,5G,-101,-10,7.0,12,-103,18073,74,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102,-11
2020.02.13_13.58.54,-8.394564,51.886198,0,B,11,5G,-102,-13,1.0,11,-103,17285,67,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103,-12
2020.02.13_13.58.55,-8.394564,51.886198,0,B,11,5G,-102,-13,1.0,11,-103,14759,75,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103,-12
2020.02.13_13.58.56,-8.394564,51.886198,0,B,11,5G,-102,-11,0.0,11,-103,1,1,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104,-12
2020.02.13_13.58.57,-8.394564,51.886198,0,B,11,5G,-102,-11,0.0,11,-103,1,1,D,75.0,71.0,77.0,2.0,0.0,B,A4DF,9CBA,10805003,-104,-12
2020.02.13_13.58.57,-8.394564,51.886198,0,B,11,5G,-102,-11,0.0,11,-103,6930,126,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104,-12
2020.02.13_13.58.58,-8.394564,51.886198,0,B,11,5G,-101,-11,5.0,8,-103,15573,123,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104,-11
2020.02.13_13.59.00,-8.394564,51.886198,0,B,11,5G,-101,-11,5.0,8,-105,15982,93,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104,-11
2020.02.13_13.59.01,-8.394564,51.886198,0,B,11,5G,-103,-12,5.0,12,-105,19153,78,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105,-11
2020.02.13_13.59.02,-8.394564,51.886198,0,B,11,5G,-103,-12,5.0,12,-103,18382,66,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105,-11
2020.02.13_13.59.03,-8.394564,51.886198,0,B,11,5G,-101,-11,4.0,9,-103,18527,71,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103,-12
2020.02.13_13.59.04,-8.394564,51.886198,0,B,11,5G,-101,-11,4.0,9,-103,19135,69,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103,-12
2020.02.13_13.59.06,-8.394564,51.886198,0,B,11,5G,-103,-12,3.0,9,-103,18870,73,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104,-11
2020.02.13_13.59.07,-8.394564,51.886198,0,B,11,5G,-103,-12,3.0,9,-103,19291,72,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104,-11
2020.02.13_13.59.08,-8.394564,51.886198,0,B,11,5G,-101,-13,3.0,13,-103,18279,70,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103,-11
2020.02.13_13.59.09,-8.394564,51.886198,0,B,11,5G,-101,-13,3.0,13,-103,15129,46,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103,-11
2020.02.13_13.59.10,-8.394564,51.886198,0,B,11,5G,-101,-9,6.0,15,-103,1,1,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102,-9
2020.02.13_13.59.10,-8.394564,51.886198,0,B,11,5G,-101,-9,6.0,15,-103,1,1,D,71.0,70.0,73.0,1.0,0.0,B,A4DF,9CBA,10805003,-102,-9
2020.02.13_13.59.11,-8.394564,51.886198,0,B,11,5G,-101,-9,6.0,15,-103,13675,209,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102,-9
2020.02.13_13.59.13,-8.394564,51.886198,0,B,11,5G,-100,-11,3.0,14,-103,18020,70,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104,-11
2020.02.13_13.59.14,-8.394564,51.886198,0,B,11,5G,-100,-11,3.0,14,-103,18533,72,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104,-11
2020.02.13_13.59.15,-8.394564,51.886198,0,B,11,5G,-100,-11,-2.0,11,-103,19002,70,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103,-12
2020.02.13_13.59.16,-8.394564,51.886198,0,B,11,5G,-100,-11,-2.0,11,-103,18730,61,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103,-12
2020.02.13_13.59.17,-8.394564,51.886198,0,B,11,5G,-102,-16,0.0,14,-103,18770,71,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104,-13
2020.02.13_13.59.19,-8.394564,51.886198,0,B,11,5G,-102,-16,0.0,14,-103,19522,71,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104,-13
2020.02.13_13.59.20,-8.394564,51.886198,0,B,11,5G,-100,-10,4.0,9,-103,19625,67,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103,-11
2020.02.13_13.59.21,-8.394564,51.886198,0,B,11,5G,-100,-10,4.0,9,-105,18513,69,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103,-11
2020.02.13_13.59.23,-8.394564,51.886198,0,B,11,5G,-99,-9,7.0,11,-105,6229,19,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105,-11
2020.02.13_13.59.24,-8.394564,51.886198,0,B,11,5G,-99,-9,7.0,11,-105,6229,19,D,73.0,71.0,75.0,2.0,0.0,B,A4DF,9CBA,10805003,-105,-11
2020.02.13_13.59.25,-8.394564,51.886198,0,B,11,5G,-100,-12,-1.0,13,-105,3,3,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104,-12
2020.02.13_13.59.26,-8.394564,51.886198,0,B,11,5G,-100,-12,-1.0,13,-103,12580,221,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104,-12
2020.02.13_13.59.27,-8.394564,51.886198,0,B,11,5G,-99,-12,0.0,14,-103,15819,87,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103,-12
2020.02.13_13.59.28,-8.394564,51.886198,0,B,11,5G,-99,-12,0.0,14,-103,18512,67,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103,-12
2020.02.13_13.59.29,-8.394564,51.886198,0,B,11,5G,-101,-14,2.0,14,-103,17651,66,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104,-12
2020.02.13_13.59.30,-8.394564,51.886198,0,B,11,5G,-101,-14,2.0,14,-103,28859,155,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104,-12
2020.02.13_13.59.32,-8.394564,51.886198,0,B,11,5G,-98,-14,-3.0,10,-103,36548,158,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104,-12
2020.02.13_13.59.33,-8.394564,51.886198,0,B,11,5G,-98,-14,-3.0,10,-103,45152,178,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104,-12
2020.02.13_13.59.34,-8.394564,51.886198,0,B,11,5G,-100,-14,4.0,13,-103,50473,166,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103,-12
2020.02.13_13.59.35,-8.394564,51.886198,0,B,11,5G,-100,-14,4.0,13,-103,60506,194,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103,-12
2020.02.13_13.59.38,-8.394564,51.886198,0,B,11,5G,-100,-14,-3.0,9,-103,2017,9,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104,-13
2020.02.13_13.59.38,-8.394564,51.886198,0,B,11,5G,-100,-14,-3.0,9,-103,2017,9,D,72.0,70.0,73.0,1.0,0.0,B,A4DF,9CBA,10805003,-104,-13
2020.02.13_13.59.39,-8.394564,51.886198,0,B,11,5G,-102,-12,0.0,12,-103,4338,88,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102,-10
2020.02.13_13.59.40,-8.394564,51.886198,0,B,11,5G,-102,-12,0.0,12,-103,19994,125,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102,-10
2020.02.13_13.59.41,-8.394564,51.886198,0,B,11,5G,-102,-12,5.0,11,-103,20743,69,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103,-11
2020.02.13_13.59.42,-8.394564,51.886198,0,B,11,5G,-102,-12,5.0,11,-103,20854,70,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103,-11
2020.02.13_13.59.44,-8.394564,51.886198,0,B,11,5G,-102,-12,-2.0,12,-103,18798,66,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102,-11
2020.02.13_13.59.45,-8.394564,51.886198,0,B,11,5G,-102,-12,-2.0,12,-103,19973,75,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102,-11
2020.02.13_13.59.46,-8.394564,51.886198,0,B,11,5G,-103,-14,-3.0,14,-103,20318,74,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103,-14
2020.02.13_13.59.47,-8.394564,51.886198,0,B,11,5G,-103,-14,-3.0,14,-103,19395,74,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103,-14
2020.02.13_13.59.48,-8.394564,51.886198,0,B,11,5G,-102,-12,1.0,12,-101,20195,76,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-101,-12
2020.02.13_13.59.49,-8.394564,51.886198,0,B,11,5G,-102,-12,1.0,12,-103,20093,77,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-101,-12
2020.02.13_13.59.51,-8.394564,51.886198,0,B,11,5G,-102,-11,-8.0,14,-103,15779,66,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102,-13
2020.02.13_13.59.52,-8.394564,51.886198,0,B,11,5G,-102,-11,-8.0,14,-101,1,1,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102,-13
2020.02.13_13.59.52,-8.394564,51.886198,0,B,11,5G,-102,-11,-8.0,14,-101,1,1,D,74.0,72.0,77.0,2.0,0.0,B,A4DF,9CBA,10805003,-102,-13
2020.02.13_13.59.53,-8.394564,51.886198,0,B,11,5G,-103,-12,-3.0,11,-103,9044,141,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104,-12
2020.02.13_13.59.54,-8.394564,51.886198,0,B,11,5G,-103,-12,-3.0,11,-103,19232,66,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104,-12
2020.02.13_13.59.55,-8.394564,51.886198,0,B,11,5G,-103,-13,-4.0,12,-103,19518,70,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104,-18
2020.02.13_13.59.56,-8.394564,51.886198,0,B,11,5G,-103,-13,-4.0,12,-103,17855,62,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104,-18
2020.02.13_13.59.58,-8.394564,51.886198,0,B,11,5G,-102,-11,8.0,11,-103,19535,62,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104,-12
2020.02.13_13.59.59,-8.394564,51.886198,0,B,11,5G,-102,-11,8.0,11,-103,84213,240,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104,-12
2020.02.13_14.00.00,-8.394564,51.886198,0,B,11,5G,-101,-12,0.0,14,-103,192400,218,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104,-17
2020.02.13_14.00.01,-8.394564,51.886198,0,B,11,5G,-101,-12,0.0,14,-103,205478,188,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104,-17
2020.02.13_14.00.02,-8.394564,51.886198,0,B,11,5G,-101,-17,2.0,9,-103,183967,289,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103,-12
2020.02.13_14.00.03,-8.394564,51.886198,0,B,11,5G,-101,-17,2.0,9,-103,154462,237,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103,-12
2020.02.13_14.00.05,-8.394564,51.886198,0,B,11,5G,-103,-15,4.0,10,-103,151395,195,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103,-12
2020.02.13_14.00.06,-8.394564,51.886198,0,B,11,5G,-103,-15,4.0,10,-103,8828,11,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103,-12
2020.02.13_14.00.06,-8.394564,51.886198,0,B,11,5G,-103,-15,4.0,10,-103,8828,11,D,72.0,71.0,73.0,1.0,0.0,B,A4DF,9CBA,10805003,-103,-12
2020.02.13_14.00.07,-8.394564,51.886198,0,B,11,5G,-103,-11,-3.0,13,-103,6465,158,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103,-13
2020.02.13_14.00.08,-8.394564,51.886198,0,B,11,5G,-103,-11,-3.0,13,-103,9396,164,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103,-13
2020.02.13_14.00.09,-8.394564,51.886198,0,B,11,5G,-103,-11,-2.0,13,-103,9942,117,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103,-12
2020.02.13_14.00.10,-8.394564,51.886198,0,B,11,5G,-103,-11,-2.0,13,-103,13019,91,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103,-12
2020.02.13_14.00.12,-8.394564,51.886198,0,B,11,5G,-102,-10,-5.0,11,-103,15700,91,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102,-11
2020.02.13_14.00.13,-8.394564,51.886198,0,B,11,5G,-102,-10,-5.0,11,-103,26831,153,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102,-11
2020.02.13_14.00.14,-8.394564,51.886198,0,B,11,5G,-103,-10,5.0,13,-103,95083,234,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102,-11
2020.02.13_14.00.15,-8.394564,51.886198,0,B,11,5G,-103,-10,5.0,13,-103,174924,246,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102,-11
2020.02.13_14.00.16,-8.394564,51.886198,0,B,11,5G,-101,-14,3.0,11,-103,177596,231,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103,-13
