Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,PINGAVG,PINGMIN,PINGMAX,PINGSTDEV,PINGLOSS,CELLHEX,NODEHEX,LACHEX,RAWCELLID,NRxRSRP,NRxRSRQ
2020.02.14_09.38.46,-8.501624000000001,51.89424,0,B,1,LTE,-85,-10,7.0,14,-87,8320,139,D,-,-,-,-,-,1,53B22,9CBA,87761409,-90.0,-14.0
2020.02.14_09.38.47,-8.501624000000001,51.89424,0,B,1,LTE,-85,-10,7.0,14,-87,5299,102,D,-,-,-,-,-,1,53B22,9CBA,87761409,-90.0,-14.0
2020.02.14_09.38.48,-8.501624000000001,51.89424,0,B,1,LTE,-87,-11,3.0,9,-87,6906,122,D,-,-,-,-,-,1,53B22,9CBA,87761409,-90.0,-14.0
2020.02.14_09.38.49,-8.501624000000001,51.89424,0,B,1,LTE,-87,-11,3.0,9,-87,7195,117,D,-,-,-,-,-,1,53B22,9CBA,87761409,-90.0,-14.0
2020.02.14_09.38.50,-8.501624000000001,51.89424,0,B,1,LTE,-87,-11,3.0,7,-83,5973,109,D,-,-,-,-,-,1,53B22,9CBA,87761409,-90.0,-13.0
2020.02.14_09.38.52,-8.501624000000001,51.89424,0,B,1,LTE,-87,-11,3.0,7,-85,1807,53,D,-,-,-,-,-,1,53B22,9CBA,87761409,-90.0,-13.0
2020.02.14_09.38.53,-8.501624000000001,51.89424,0,B,1,LTE,-85,-14,1.0,8,-87,1206,28,D,-,-,-,-,-,1,53B22,9CBA,87761409,-89.0,-14.0
2020.02.14_09.38.55,-8.501624000000001,51.89424,0,B,1,LTE,-86,-12,2.0,9,-87,447,10,D,-,-,-,-,-,1,53B22,9CBA,87761409,-89.0,-13.0
2020.02.14_09.38.56,-8.501624000000001,51.89424,0,B,1,LTE,-86,-12,2.0,9,-85,447,10,D,83.0,74.0,99.0,10.0,0.0,1,53B22,9CBA,87761409,-89.0,-13.0
2020.02.14_09.38.56,-8.501624000000001,51.89424,0,B,1,LTE,-86,-12,2.0,9,-85,2,3,D,-,-,-,-,-,1,53B22,9CBA,87761409,-89.0,-13.0
2020.02.14_09.38.58,-8.501624000000001,51.89424,0,B,1,LTE,-85,-9,8.0,10,-85,102,8,D,-,-,-,-,-,1,53B22,9CBA,87761409,-90.0,-10.0
2020.02.14_09.38.59,-8.501624000000001,51.89424,0,B,1,LTE,-85,-9,8.0,10,-85,7582,208,D,-,-,-,-,-,1,53B22,9CBA,87761409,-90.0,-10.0
2020.02.14_09.39.00,-8.501624000000001,51.89424,0,B,1,LTE,-85,-8,10.0,11,-87,4702,106,D,-,-,-,-,-,1,53B22,9CBA,87761409,-90.0,-14.0
2020.02.14_09.39.01,-8.501624000000001,51.89424,0,B,1,LTE,-85,-8,10.0,11,-87,2492,70,D,-,-,-,-,-,1,53B22,9CBA,87761409,-90.0,-14.0
2020.02.14_09.39.02,-8.501624000000001,51.89424,0,B,1,LTE,-87,-11,6.0,9,-87,4326,59,D,-,-,-,-,-,1,53B22,9CBA,87761409,-89.0,-13.0
2020.02.14_09.39.03,-8.501624000000001,51.89424,0,B,1,LTE,-87,-11,6.0,9,-87,8109,130,D,-,-,-,-,-,1,53B22,9CBA,87761409,-89.0,-13.0
2020.02.14_09.39.05,-8.501624000000001,51.89424,0,B,1,LTE,-86,-11,7.0,9,-85,7345,129,D,-,-,-,-,-,1,53B22,9CBA,87761409,-89.0,-13.0
2020.02.14_09.39.06,-8.501624000000001,51.89424,0,B,1,LTE,-86,-11,7.0,9,-85,5346,96,D,-,-,-,-,-,1,53B22,9CBA,87761409,-89.0,-13.0
2020.02.14_09.39.07,-8.501624000000001,51.89424,0,B,1,LTE,-87,-9,8.0,11,-87,4001,71,D,-,-,-,-,-,1,53B22,9CBA,87761409,-89.0,-13.0
2020.02.14_09.39.09,-8.501624000000001,51.89424,0,B,1,LTE,-88,-11,10.0,5,-89,289,4,D,-,-,-,-,-,1,53B22,9CBA,87761409,-90.0,-14.0
2020.02.14_09.39.11,-8.501624000000001,51.89424,0,B,1,LTE,-88,-11,10.0,5,-89,0,5,D,-,-,-,-,-,1,53B22,9CBA,87761409,-90.0,-14.0
2020.02.14_09.39.11,-8.501624000000001,51.89424,0,B,1,LTE,-88,-11,10.0,5,-89,0,5,D,79.0,76.0,81.0,2.0,20.0,1,53B22,9CBA,87761409,-90.0,-14.0
2020.02.14_09.39.12,-8.501624000000001,51.89424,0,B,1,LTE,-86,-8,6.0,14,-87,1894,55,D,-,-,-,-,-,1,53B22,9CBA,87761409,-90.0,-11.0
2020.02.14_09.39.13,-8.501624000000001,51.89424,0,B,1,LTE,-86,-8,6.0,14,-87,5404,187,D,-,-,-,-,-,1,53B22,9CBA,87761409,-90.0,-11.0
2020.02.14_09.39.14,-8.501624000000001,51.89424,0,B,1,LTE,-85,-9,8.0,13,-87,6513,96,D,-,-,-,-,-,1,53B22,9CBA,87761409,-89.0,-13.0
2020.02.14_09.39.15,-8.501624000000001,51.89424,0,B,1,LTE,-85,-9,8.0,13,-87,8026,121,D,-,-,-,-,-,1,53B22,9CBA,87761409,-89.0,-13.0
2020.02.14_09.39.16,-8.501624000000001,51.89424,0,B,1,LTE,-85,-10,7.0,12,-87,12992,210,D,-,-,-,-,-,1,53B22,9CBA,87761409,-88.0,-14.0
2020.02.14_09.39.18,-8.501624000000001,51.89424,0,B,1,LTE,-85,-10,7.0,12,-87,17324,228,D,-,-,-,-,-,1,53B22,9CBA,87761409,-88.0,-14.0
2020.02.14_09.39.19,-8.501624000000001,51.89424,0,B,1,LTE,-85,-11,8.0,10,-87,18976,264,D,-,-,-,-,-,1,53B22,9CBA,87761409,-90.0,-15.0
2020.02.14_09.39.20,-8.501624000000001,51.89424,0,B,1,LTE,-85,-11,8.0,10,-87,14801,254,D,-,-,-,-,-,1,53B22,9CBA,87761409,-90.0,-15.0
2020.02.14_09.39.21,-8.501624000000001,51.89424,0,B,1,LTE,-86,-13,2.0,8,-87,12372,235,D,-,-,-,-,-,1,53B22,9CBA,87761409,-89.0,-13.0
2020.02.14_09.39.22,-8.501624000000001,51.89424,0,B,1,LTE,-86,-13,2.0,8,-87,7125,132,D,-,-,-,-,-,1,53B22,9CBA,87761409,-89.0,-13.0
2020.02.14_09.39.23,-8.501624000000001,51.89424,0,B,1,LTE,-86,-11,2.0,15,-87,6436,73,D,-,-,-,-,-,1,53B22,9CBA,87761409,-89.0,-13.0
2020.02.14_09.39.25,-8.501624000000001,51.89424,0,B,1,LTE,-86,-11,2.0,15,-87,0,1,D,-,-,-,-,-,1,53B22,9CBA,87761409,-89.0,-13.0
2020.02.14_09.39.25,-8.501624000000001,51.89424,0,B,1,LTE,-86,-11,2.0,15,-87,0,1,D,82.0,78.0,93.0,6.0,0.0,1,53B22,9CBA,87761409,-89.0,-13.0
2020.02.14_09.39.26,-8.501624000000001,51.89424,0,B,1,LTE,-85,-8,18.0,11,-89,8748,232,D,-,-,-,-,-,1,53B22,9CBA,87761409,-89.0,-13.0
2020.02.14_09.39.27,-8.501624000000001,51.89424,0,B,1,LTE,-85,-8,18.0,11,-85,18785,372,D,-,-,-,-,-,1,53B22,9CBA,87761409,-89.0,-13.0
2020.02.14_09.39.28,-8.501624000000001,51.89424,0,B,1,LTE,-85,-12,9.0,10,-83,20801,443,D,-,-,-,-,-,1,53B22,9CBA,87761409,-88.0,-13.0
2020.02.14_09.39.29,-8.501624000000001,51.89424,0,B,1,LTE,-85,-12,9.0,10,-83,16508,151,D,-,-,-,-,-,1,53B22,9CBA,87761409,-88.0,-13.0
2020.02.14_09.39.30,-8.501624000000001,51.89424,0,B,1,LTE,-85,-13,5.0,7,-85,10143,208,D,-,-,-,-,-,1,53B22,9CBA,87761409,-91.0,-16.0
2020.02.14_09.39.32,-8.501624000000001,51.89424,0,B,1,LTE,-85,-13,5.0,7,-87,5370,102,D,-,-,-,-,-,1,53B22,9CBA,87761409,-91.0,-16.0
2020.02.14_09.39.33,-8.501624000000001,51.89424,0,B,1,LTE,-87,-12,2.0,10,-87,5014,80,D,-,-,-,-,-,1,53B22,9CBA,87761409,-89.0,-13.0
2020.02.14_09.39.34,-8.501624000000001,51.89424,0,B,1,LTE,-87,-12,2.0,10,-87,9125,111,D,-,-,-,-,-,1,53B22,9CBA,87761409,-89.0,-13.0
2020.02.14_09.39.35,-8.501624000000001,51.89424,0,B,1,LTE,-86,-10,5.0,10,-87,11986,144,D,-,-,-,-,-,1,53B22,9CBA,87761409,-88.0,-13.0
2020.02.14_09.39.36,-8.501624000000001,51.89424,0,B,1,LTE,-86,-10,5.0,10,-85,6624,108,D,-,-,-,-,-,1,53B22,9CBA,87761409,-88.0,-13.0
2020.02.14_09.39.37,-8.501624000000001,51.89424,0,B,1,LTE,-87,-14,4.0,9,-87,9541,113,D,-,-,-,-,-,1,53B22,9CBA,87761409,-87.0,-14.0
2020.02.14_09.39.39,-8.501624000000001,51.89424,0,B,1,LTE,-87,-14,4.0,9,-87,768,12,D,-,-,-,-,-,1,53B22,9CBA,87761409,-87.0,-14.0
2020.02.14_09.39.39,-8.501624000000001,51.89424,0,B,1,LTE,-87,-14,4.0,9,-87,768,12,D,76.0,73.0,80.0,3.0,0.0,1,53B22,9CBA,87761409,-87.0,-14.0
2020.02.14_09.39.40,-8.501624000000001,51.89424,0,B,1,LTE,-84,-13,-7.0,8,-87,3214,124,D,-,-,-,-,-,1,53B22,9CBA,87761409,-86.0,-12.0
2020.02.14_09.39.41,-8.501624000000001,51.89424,0,B,1,LTE,-84,-13,-7.0,8,-77,10928,290,D,-,-,-,-,-,1,53B22,9CBA,87761409,-86.0,-12.0
2020.02.14_09.39.42,-8.501624000000001,51.89424,0,B,3,LTE,-76,-8,12.0,13,-77,3260,56,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-,-
2020.02.14_09.39.43,-8.501624000000001,51.89424,0,B,3,LTE,-76,-8,12.0,13,-77,6307,80,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-,-
2020.02.14_09.39.45,-8.501624000000001,51.89424,0,B,3,LTE,-77,-10,16.0,13,-77,6180,107,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-,-
2020.02.14_09.39.46,-8.501624000000001,51.89424,0,B,3,LTE,-77,-10,16.0,13,-77,7225,101,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-,-
2020.02.14_09.39.47,-8.501624000000001,51.89424,0,B,3,LTE,-74,-10,16.0,12,-79,11457,138,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-,-
2020.02.14_09.39.48,-8.501624000000001,51.89424,0,B,3,LTE,-74,-10,16.0,12,-81,10412,140,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-,-
2020.02.14_09.39.49,-8.501624000000001,51.89424,0,B,3,LTE,-78,-10,16.0,8,-79,12595,171,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-,-
2020.02.14_09.39.50,-8.501624000000001,51.89424,0,B,3,LTE,-78,-10,16.0,8,-81,9241,134,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-,-
2020.02.14_09.39.52,-8.501624000000001,51.89424,0,B,3,LTE,-77,-12,15.0,13,-77,9819,89,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-,-
2020.02.14_09.39.53,-8.501624000000001,51.89424,0,B,3,LTE,-77,-12,15.0,13,-79,489,32,D,78.0,73.0,81.0,3.0,0.0,3,53BEA,9CBA,87812611,-,-
2020.02.14_09.39.53,-8.501624000000001,51.89424,0,B,3,LTE,-77,-12,15.0,13,-79,489,32,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-,-
2020.02.14_09.39.54,-8.501624000000001,51.89424,0,B,3,LTE,-83,-13,12.0,10,-83,39,9,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-88.0,-19.0
2020.02.14_09.39.55,-8.501624000000001,51.89424,0,B,3,LTE,-83,-13,12.0,10,-83,4735,154,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-88.0,-19.0
2020.02.14_09.39.56,-8.501624000000001,51.89424,0,B,3,LTE,-83,-12,9.0,5,-83,4831,124,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-88.0,-18.0
2020.02.14_09.39.58,-8.501624000000001,51.89424,0,B,3,LTE,-83,-12,9.0,5,-87,8099,107,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-88.0,-18.0
2020.02.14_09.39.59,-8.50254,51.895,25,B,3,LTE,-83,-12,9.0,5,-87,6006,121,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-88.0,-18.0
2020.02.14_09.39.59,-8.50254,51.895,25,B,3,LTE,-87,-12,10.0,6,-87,6006,121,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-93.0,-17.0
2020.02.14_09.40.00,-8.50254,51.895,25,B,3,LTE,-87,-12,10.0,6,-87,5443,84,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-93.0,-17.0
2020.02.14_09.40.01,-8.50254,51.895,25,B,3,LTE,-86,-12,7.0,7,-83,5847,91,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-90.0,-17.0
2020.02.14_09.40.02,-8.50254,51.895,25,B,3,LTE,-86,-12,7.0,7,-85,6100,111,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-90.0,-17.0
2020.02.14_09.40.03,-8.50254,51.895,25,B,3,LTE,-84,-11,8.0,11,-85,5777,106,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-90.0,-17.0
2020.02.14_09.40.06,-8.50254,51.895,25,B,3,LTE,-81,-9,11.0,11,-81,3232,37,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-88.0,-12.0
2020.02.14_09.40.07,-8.50254,51.895,25,B,3,LTE,-81,-9,11.0,11,-83,3232,37,D,76.0,70.0,82.0,4.0,0.0,3,53BEA,9CBA,87812611,-88.0,-12.0
2020.02.14_09.40.07,-8.50254,51.895,25,B,3,LTE,-81,-9,11.0,11,-83,4,6,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-88.0,-12.0
2020.02.14_09.40.08,-8.50254,51.895,25,B,3,LTE,-77,-8,9.0,10,-77,2957,97,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-,-
2020.02.14_09.40.09,-8.50254,51.895,25,B,3,LTE,-77,-8,9.0,10,-73,2888,100,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-,-
2020.02.14_09.40.11,-8.50254,51.895,25,B,3,LTE,-75,-6,13.0,8,-75,6606,103,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-,-
2020.02.14_09.40.12,-8.50254,51.895,25,B,3,LTE,-75,-6,13.0,8,-83,10272,126,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-,-
2020.02.14_09.40.13,-8.50254,51.895,25,B,3,LTE,-82,-8,13.0,9,-83,8941,127,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-89.0,-13.0
2020.02.14_09.40.14,-8.50254,51.895,25,B,3,LTE,-82,-8,13.0,9,-85,11422,142,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-89.0,-13.0
2020.02.14_09.40.15,-8.50254,51.895,25,B,3,LTE,-86,-11,8.0,5,-87,5544,116,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-91.0,-18.0
2020.02.14_09.40.16,-8.50254,51.895,25,B,3,LTE,-86,-11,8.0,5,-87,5861,90,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-91.0,-18.0
2020.02.14_09.40.18,-8.50254,51.895,25,B,3,LTE,-90,-12,5.0,7,-89,6652,103,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-89.0,-13.0
2020.02.14_09.40.20,-8.50254,51.895,25,B,3,LTE,-84,-11,5.0,7,-89,0,1,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-90.0,-13.0
2020.02.14_09.40.20,-8.50254,51.895,25,B,3,LTE,-84,-11,5.0,7,-89,0,1,D,84.0,76.0,98.0,8.0,0.0,3,53BEA,9CBA,87812611,-90.0,-13.0
2020.02.14_09.40.21,-8.50254,51.895,25,B,3,LTE,-84,-11,5.0,7,-89,2659,101,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-90.0,-13.0
2020.02.14_09.40.22,-8.50254,51.895,25,B,3,LTE,-89,-13,2.0,8,-89,6283,163,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-92.0,-15.0
2020.02.14_09.40.23,-8.50254,51.895,25,B,3,LTE,-89,-13,2.0,8,-89,8733,128,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-92.0,-15.0
2020.02.14_09.40.25,-8.50254,51.895,25,B,3,LTE,-89,-13,1.0,8,-89,10542,153,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-92.0,-14.0
2020.02.14_09.40.26,-8.50254,51.895,25,B,3,LTE,-89,-13,1.0,8,-89,9450,170,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-92.0,-14.0
2020.02.14_09.40.27,-8.50254,51.895,25,B,3,LTE,-89,-13,0.0,7,-89,10780,162,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-92.0,-17.0
2020.02.14_09.40.28,-8.50254,51.895,25,B,3,LTE,-89,-13,0.0,7,-89,8928,171,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-92.0,-17.0
2020.02.14_09.40.29,-8.50254,51.895,25,B,3,LTE,-89,-14,0.0,7,-89,8985,133,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-91.0,-17.0
2020.02.14_09.40.30,-8.50254,51.895,25,B,3,LTE,-89,-14,0.0,7,-89,7783,120,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-91.0,-17.0
2020.02.14_09.40.32,-8.50254,51.895,25,B,3,LTE,-90,-14,2.0,8,-91,8171,125,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-92.0,-17.0
2020.02.14_09.40.33,-8.50254,51.895,25,B,3,LTE,-90,-14,2.0,8,-89,6005,135,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-92.0,-17.0
2020.02.14_09.40.34,-8.50254,51.895,25,B,3,LTE,-89,-13,2.0,7,-89,0,1,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-93.0,-18.0
2020.02.14_09.40.34,-8.50254,51.895,25,B,3,LTE,-89,-13,2.0,7,-89,0,1,D,76.0,73.0,79.0,2.0,0.0,3,53BEA,9CBA,87812611,-93.0,-18.0
2020.02.14_09.40.35,-8.50254,51.895,25,B,3,LTE,-89,-13,2.0,7,-89,326,17,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-93.0,-18.0
2020.02.14_09.40.36,-8.50254,51.895,25,B,3,LTE,-89,-10,4.0,7,-89,3575,118,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-91.0,-13.0
2020.02.14_09.40.37,-8.50254,51.895,25,B,3,LTE,-89,-10,4.0,7,-91,4686,128,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-91.0,-13.0
2020.02.14_09.40.39,-8.50254,51.895,25,B,3,LTE,-88,-11,3.0,7,-89,7126,108,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-92.0,-14.0
2020.02.14_09.40.40,-8.50254,51.895,25,B,3,LTE,-88,-11,3.0,7,-91,10908,163,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-92.0,-14.0
2020.02.14_09.40.41,-8.50254,51.895,25,B,3,LTE,-90,-12,3.0,6,-91,7371,136,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-93.0,-14.0
2020.02.14_09.40.42,-8.50254,51.895,25,B,3,LTE,-90,-12,3.0,6,-91,8966,142,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-93.0,-14.0
2020.02.14_09.40.43,-8.50254,51.895,25,B,3,LTE,-89,-12,5.0,6,-91,7958,125,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-91.0,-15.0
2020.02.14_09.40.44,-8.50254,51.895,25,B,3,LTE,-89,-12,5.0,6,-91,8587,168,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-91.0,-15.0
2020.02.14_09.40.47,-8.50254,51.895,25,B,3,LTE,-89,-11,5.0,7,-89,6973,117,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-91.0,-14.0
2020.02.14_09.40.48,-8.50254,51.895,25,B,3,LTE,-89,-11,5.0,6,-89,1,1,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-91.0,-13.0
2020.02.14_09.40.48,-8.50254,51.895,25,B,3,LTE,-89,-11,5.0,6,-89,1,1,D,83.0,74.0,100.0,10.0,0.0,3,53BEA,9CBA,87812611,-91.0,-13.0
2020.02.14_09.40.49,-8.50254,51.895,25,B,3,LTE,-89,-11,5.0,6,-89,5919,171,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-91.0,-13.0
2020.02.14_09.40.50,-8.50254,51.895,25,B,3,LTE,-89,-13,3.0,9,-89,7358,116,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-91.0,-17.0
2020.02.14_09.40.52,-8.50254,51.895,25,B,3,LTE,-89,-13,3.0,9,-89,4705,86,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-91.0,-17.0
2020.02.14_09.40.53,-8.50254,51.895,25,B,3,LTE,-89,-11,5.0,7,-89,7486,128,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-90.0,-13.0
2020.02.14_09.40.54,-8.50254,51.895,25,B,3,LTE,-89,-11,5.0,7,-89,9185,131,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-90.0,-13.0
2020.02.14_09.40.55,-8.50254,51.895,25,B,3,LTE,-88,-12,4.0,9,-89,3327,84,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-91.0,-16.0
2020.02.14_09.40.56,-8.50254,51.895,25,B,3,LTE,-88,-12,4.0,9,-89,1151,38,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-91.0,-16.0
2020.02.14_09.40.58,-8.50254,51.895,25,B,3,LTE,-89,-13,4.0,9,-89,1933,35,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-92.0,-18.0
2020.02.14_09.40.59,-8.50254,51.895,25,B,3,LTE,-89,-13,4.0,9,-89,2430,49,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-92.0,-18.0
2020.02.14_09.41.01,-8.50254,51.895,25,B,3,LTE,-88,-14,3.0,7,-89,725,19,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-92.0,-18.0
2020.02.14_09.41.02,-8.50254,51.895,25,B,3,LTE,-88,-14,5.0,8,-89,0,0,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-90.0,-17.0
2020.02.14_09.41.03,-8.50254,51.895,25,B,3,LTE,-88,-14,5.0,8,-89,28,15,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-90.0,-17.0
2020.02.14_09.41.04,-8.50254,51.895,25,B,3,LTE,-88,-14,5.0,8,-89,28,15,D,79.0,76.0,85.0,4.0,0.0,3,53BEA,9CBA,87812611,-90.0,-17.0
2020.02.14_09.41.05,-8.50254,51.895,25,B,3,LTE,-89,-12,3.0,7,-89,791,43,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-92.0,-14.0
2020.02.14_09.41.06,-8.50254,51.895,25,B,3,LTE,-89,-12,3.0,7,-89,7967,219,D,-,-,-,-,-,3,53BEA,9CBA,87812611,-92.0,-14.0
