Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,PINGAVG,PINGMIN,PINGMAX,PINGSTDEV,PINGLOSS,CELLHEX,NODEHEX,LACHEX,RAWCELLID,NRxRSRP,NRxRSRQ
2020.01.16_10.43.51,-8.394544999999999,51.886113,0,B,11,5G,-105,-14,4.0,10,-105,165436,297,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105.0,-10.0
2020.01.16_10.43.52,-8.394544999999999,51.886113,0,B,11,5G,-105,-14,4.0,10,-105,151753,183,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105.0,-10.0
2020.01.16_10.43.53,-8.394544999999999,51.886113,0,B,11,5G,-99,-12,3.0,15,-103,12,1,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-7.0
2020.01.16_10.43.53,-8.394544999999999,51.886113,0,B,11,5G,-99,-12,3.0,15,-103,12,1,D,67.0,66.0,68.0,1.0,0.0,B,A4DF,9CBA,10805003,-103.0,-7.0
2020.01.16_10.43.54,-8.394544999999999,51.886113,0,B,11,5G,-99,-12,3.0,15,-103,8183,152,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-7.0
2020.01.16_10.43.55,-8.394544999999999,51.886113,0,B,11,5G,-98,-13,10.0,13,-103,17765,88,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-6.0
2020.01.16_10.43.57,-8.394544999999999,51.886113,0,B,11,5G,-98,-13,10.0,13,-101,56367,165,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-6.0
2020.01.16_10.43.58,-8.394544999999999,51.886113,0,B,11,5G,-98,-18,2.0,10,-101,111665,191,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-14.0
2020.01.16_10.43.59,-8.394544999999999,51.886113,0,B,11,5G,-98,-18,2.0,10,-101,108687,207,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-14.0
2020.01.16_10.44.00,-8.394544999999999,51.886113,0,B,11,5G,-100,-18,2.0,15,-101,108466,209,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-15.0
2020.01.16_10.44.01,-8.394544999999999,51.886113,0,B,11,5G,-100,-18,2.0,15,-101,105553,205,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-15.0
2020.01.16_10.44.03,-8.394544999999999,51.886113,0,B,11,5G,-105,-17,4.0,15,-105,84461,323,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-12.0
2020.01.16_10.44.04,-8.394544999999999,51.886113,0,B,11,5G,-105,-17,4.0,15,-103,68214,187,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-102.0,-12.0
2020.01.16_10.44.05,-8.394544999999999,51.886113,0,B,11,5G,-95,-15,4.0,15,-107,72586,181,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-20.0
2020.01.16_10.44.06,-8.394544999999999,51.886113,0,B,11,5G,-95,-15,4.0,15,-105,57117,165,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-20.0
2020.01.16_10.44.07,-8.394544999999999,51.886113,0,B,11,5G,-102,-15,8.0,9,-105,1,2,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-106.0,-19.0
2020.01.16_10.44.07,-8.394544999999999,51.886113,0,B,11,5G,-102,-15,8.0,9,-105,1,2,D,72.0,65.0,79.0,5.0,0.0,B,A4DF,9CBA,10805003,-106.0,-19.0
2020.01.16_10.44.08,-8.394544999999999,51.886113,0,B,11,5G,-102,-15,8.0,9,-105,16533,176,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-106.0,-19.0
2020.01.16_10.44.10,-8.394544999999999,51.886113,0,B,11,5G,-100,-13,7.0,15,-105,22433,66,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105.0,-9.0
2020.01.16_10.44.11,-8.394544999999999,51.886113,0,B,11,5G,-100,-13,7.0,15,-105,21357,69,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105.0,-9.0
2020.01.16_10.44.12,-8.394544999999999,51.886113,0,B,11,5G,-102,-11,-5.0,8,-105,20815,61,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105.0,-18.0
2020.01.16_10.44.13,-8.394544999999999,51.886113,0,B,11,5G,-102,-11,-5.0,8,-105,21725,64,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105.0,-18.0
2020.01.16_10.44.14,-8.394544999999999,51.886113,0,B,11,5G,-103,-11,3.0,10,-105,20543,74,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105.0,-19.0
2020.01.16_10.44.16,-8.394544999999999,51.886113,0,B,11,5G,-103,-11,3.0,10,-105,21326,71,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105.0,-19.0
2020.01.16_10.44.17,-8.394544999999999,51.886113,0,B,11,5G,-103,-14,0.0,15,-105,21238,69,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-106.0,-11.0
2020.01.16_10.44.18,-8.394544999999999,51.886113,0,B,11,5G,-103,-14,0.0,15,-105,21265,75,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-106.0,-11.0
2020.01.16_10.44.20,-8.394544999999999,51.886113,0,B,11,5G,-101,-10,-5.0,15,-107,4167,17,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105.0,-19.0
2020.01.16_10.44.21,-8.394544999999999,51.886113,0,B,11,5G,-101,-10,-5.0,15,-103,4167,17,D,69.0,67.0,72.0,2.0,0.0,B,A4DF,9CBA,10805003,-105.0,-19.0
2020.01.16_10.44.21,-8.394544999999999,51.886113,0,B,11,5G,-104,-12,2.0,14,-103,334,12,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-106.0,-15.0
2020.01.16_10.44.23,-8.394544999999999,51.886113,0,B,11,5G,-104,-12,2.0,14,-103,20679,146,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-106.0,-15.0
2020.01.16_10.44.24,-8.394544999999999,51.886113,0,B,11,5G,-100,-11,-1.0,10,-103,21212,71,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-11.0
2020.01.16_10.44.25,-8.394544999999999,51.886113,0,B,11,5G,-100,-11,-1.0,10,-103,21762,66,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-11.0
2020.01.16_10.44.26,-8.394544999999999,51.886113,0,B,11,5G,-100,-11,-1.0,14,-103,21935,72,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-10.0
2020.01.16_10.44.27,-8.394544999999999,51.886113,0,B,11,5G,-100,-11,-1.0,14,-103,22945,83,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-10.0
2020.01.16_10.44.29,-8.394544999999999,51.886113,0,B,11,5G,-100,-13,-4.0,8,-103,22874,72,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-10.0
2020.01.16_10.44.30,-8.394544999999999,51.886113,0,B,11,5G,-100,-13,-4.0,8,-103,20948,68,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-10.0
2020.01.16_10.44.31,-8.394544999999999,51.886113,0,B,11,5G,-100,-12,3.0,13,-103,19121,56,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-12.0
2020.01.16_10.44.32,-8.394544999999999,51.886113,0,B,11,5G,-100,-12,3.0,13,-103,22289,72,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-12.0
2020.01.16_10.44.33,-8.394544999999999,51.886113,0,B,11,5G,-97,-11,8.0,15,-103,21667,68,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-101.0,-11.0
2020.01.16_10.44.35,-8.394544999999999,51.886113,0,B,11,5G,-97,-11,8.0,15,-101,0,0,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-101.0,-11.0
2020.01.16_10.44.35,-8.394544999999999,51.886113,0,B,11,5G,-97,-11,8.0,15,-101,0,0,D,68.0,65.0,72.0,3.0,0.0,B,A4DF,9CBA,10805003,-101.0,-11.0
2020.01.16_10.44.36,-8.394544999999999,51.886113,0,B,11,5G,-100,-13,1.0,12,-103,6060,97,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-9.0
2020.01.16_10.44.37,-8.394544999999999,51.886113,0,B,11,5G,-100,-13,1.0,12,-103,15471,108,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-9.0
2020.01.16_10.44.38,-8.394544999999999,51.886113,0,B,11,5G,-100,-11,6.0,14,-103,15469,70,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-11.0
2020.01.16_10.44.39,-8.394544999999999,51.886113,0,B,11,5G,-100,-11,6.0,14,-103,16515,75,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-11.0
2020.01.16_10.44.40,-8.394544999999999,51.886113,0,B,11,5G,-99,-11,-2.0,14,-103,17305,81,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-12.0
2020.01.16_10.44.42,-8.394544999999999,51.886113,0,B,11,5G,-99,-11,-2.0,14,-103,14380,105,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-12.0
2020.01.16_10.44.43,-8.394544999999999,51.886113,0,B,11,5G,-99,-11,1.0,12,-103,16803,70,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-11.0
2020.01.16_10.44.44,-8.394544999999999,51.886113,0,B,11,5G,-99,-11,1.0,12,-105,11362,115,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-11.0
2020.01.16_10.44.45,-8.394544999999999,51.886113,0,B,11,5G,-101,-15,6.0,12,-105,16010,65,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-20.0
2020.01.16_10.44.46,-8.394544999999999,51.886113,0,B,11,5G,-101,-15,6.0,12,-105,16733,58,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-20.0
2020.01.16_10.44.47,-8.394544999999999,51.886113,0,B,11,5G,-104,-11,0.0,10,-105,13214,67,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105.0,-10.0
2020.01.16_10.44.49,-8.394544999999999,51.886113,0,B,11,5G,-104,-11,0.0,10,-105,1,1,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105.0,-10.0
2020.01.16_10.44.49,-8.394544999999999,51.886113,0,B,11,5G,-104,-11,0.0,10,-105,1,1,D,69.0,65.0,73.0,3.0,0.0,B,A4DF,9CBA,10805003,-105.0,-10.0
2020.01.16_10.44.50,-8.394544999999999,51.886113,0,B,11,5G,-100,-14,5.0,15,-105,10156,127,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-18.0
2020.01.16_10.44.51,-8.394544999999999,51.886113,0,B,11,5G,-100,-14,5.0,15,-103,21749,61,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-18.0
2020.01.16_10.44.52,-8.394544999999999,51.886113,0,B,11,5G,-102,-14,-9.0,11,-103,22890,76,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-6.0
2020.01.16_10.44.53,-8.394544999999999,51.886113,0,B,11,5G,-102,-14,-9.0,11,-105,21894,71,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-6.0
2020.01.16_10.44.55,-8.394544999999999,51.886113,0,B,11,5G,-105,-13,5.0,15,-105,100073,231,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105.0,-7.0
2020.01.16_10.44.56,-8.394544999999999,51.886113,0,B,11,5G,-105,-13,5.0,15,-107,132717,198,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105.0,-7.0
2020.01.16_10.44.57,-8.394544999999999,51.886113,0,B,11,5G,-103,-12,-2.0,11,-105,131584,190,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-11.0
2020.01.16_10.44.58,-8.394544999999999,51.886113,0,B,11,5G,-103,-12,-2.0,11,-103,140030,158,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-11.0
2020.01.16_10.44.59,-8.394544999999999,51.886113,0,B,11,5G,-103,-14,0.0,13,-103,129080,176,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-101.0,-11.0
2020.01.16_10.45.00,-8.394544999999999,51.886113,0,B,11,5G,-103,-14,0.0,13,-101,88489,196,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-101.0,-11.0
2020.01.16_10.45.02,-8.394544999999999,51.886113,0,B,11,5G,-103,-15,-2.0,10,-101,105914,127,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-100.0,-12.0
2020.01.16_10.45.03,-8.394544999999999,51.886113,0,B,11,5G,-103,-15,-2.0,10,-101,2,2,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-100.0,-12.0
2020.01.16_10.45.03,-8.394544999999999,51.886113,0,B,11,5G,-103,-15,-2.0,10,-101,2,2,D,67.0,65.0,71.0,2.0,0.0,B,A4DF,9CBA,10805003,-100.0,-12.0
2020.01.16_10.45.04,-8.394544999999999,51.886113,0,B,11,5G,-106,-19,-5.0,11,-101,17499,190,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-99.0,-6.0
2020.01.16_10.45.05,-8.394544999999999,51.886113,0,B,11,5G,-106,-19,-5.0,11,-101,22342,68,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-99.0,-6.0
2020.01.16_10.45.06,-8.394544999999999,51.886113,0,B,11,5G,-105,-14,-4.0,9,-101,22445,68,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-100.0,-10.0
2020.01.16_10.45.07,-8.394544999999999,51.886113,0,B,11,5G,-105,-14,-4.0,9,-101,20815,74,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-100.0,-10.0
2020.01.16_10.45.09,-8.394544999999999,51.886113,0,B,11,5G,-101,-12,-3.0,9,-103,19469,54,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-101.0,-12.0
2020.01.16_10.45.10,-8.394544999999999,51.886113,0,B,11,5G,-101,-12,-3.0,9,-105,19716,59,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-101.0,-12.0
2020.01.16_10.45.11,-8.394544999999999,51.886113,0,B,11,5G,-101,-11,-2.0,11,-105,21282,59,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-11.0
2020.01.16_10.45.12,-8.394544999999999,51.886113,0,B,11,5G,-101,-11,-2.0,11,-105,17803,79,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-11.0
2020.01.16_10.45.13,-8.394544999999999,51.886113,0,B,11,5G,-99,-11,3.0,15,-107,21540,64,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-5.0
2020.01.16_10.45.14,-8.394544999999999,51.886113,0,B,11,5G,-99,-11,3.0,15,-107,20337,62,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-5.0
2020.01.16_10.45.15,-8.394544999999999,51.886113,0,B,11,5G,-102,-10,0.0,11,-107,11361,40,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-108.0,-11.0
2020.01.16_10.45.17,-8.394544999999999,51.886113,0,B,11,5G,-102,-10,0.0,11,-107,2,1,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-108.0,-11.0
2020.01.16_10.45.17,-8.394544999999999,51.886113,0,B,11,5G,-102,-10,0.0,11,-107,2,1,D,71.0,70.0,72.0,1.0,0.0,B,A4DF,9CBA,10805003,-108.0,-11.0
2020.01.16_10.45.18,-8.394544999999999,51.886113,0,B,11,5G,-103,-14,8.0,13,-107,11495,148,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-106.0,-9.0
2020.01.16_10.45.19,-8.394544999999999,51.886113,0,B,11,5G,-103,-14,8.0,13,-107,21629,68,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-106.0,-9.0
2020.01.16_10.45.20,-8.394544999999999,51.886113,0,B,11,5G,-101,-10,7.0,12,-107,19706,65,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-106.0,-7.0
2020.01.16_10.45.21,-8.394544999999999,51.886113,0,B,11,5G,-101,-10,7.0,12,-107,20407,64,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-106.0,-7.0
2020.01.16_10.45.22,-8.394544999999999,51.886113,0,B,11,5G,-100,-12,6.0,15,-107,16531,58,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-106.0,-8.0
2020.01.16_10.45.24,-8.394544999999999,51.886113,0,B,11,5G,-100,-12,6.0,15,-107,18909,58,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-106.0,-8.0
2020.01.16_10.45.25,-8.394544999999999,51.886113,0,B,11,5G,-99,-13,3.0,15,-107,18839,55,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-8.0
2020.01.16_10.45.26,-8.394544999999999,51.886113,0,B,11,5G,-99,-13,3.0,15,-105,20115,62,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-8.0
2020.01.16_10.45.27,-8.394544999999999,51.886113,0,B,11,5G,-98,-11,0.0,9,-107,19611,57,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105.0,-10.0
2020.01.16_10.45.28,-8.394544999999999,51.886113,0,B,11,5G,-98,-11,0.0,9,-107,18448,54,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105.0,-10.0
2020.01.16_10.45.29,-8.394544999999999,51.886113,0,B,11,5G,-99,-12,2.0,15,-105,10366,37,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-6.0
2020.01.16_10.45.30,-8.394544999999999,51.886113,0,B,11,5G,-99,-12,2.0,15,-105,10366,37,D,69.0,68.0,71.0,1.0,0.0,B,A4DF,9CBA,10805003,-104.0,-6.0
2020.01.16_10.45.31,-8.394544999999999,51.886113,0,B,11,5G,-99,-12,2.0,15,-105,2,2,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-6.0
2020.01.16_10.45.32,-8.394544999999999,51.886113,0,B,11,5G,-99,-14,1.0,13,-105,16423,157,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-8.0
2020.01.16_10.45.33,-8.394544999999999,51.886113,0,B,11,5G,-99,-14,1.0,13,-105,20383,61,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-8.0
2020.01.16_10.45.34,-8.394544999999999,51.886113,0,B,11,5G,-99,-13,0.0,15,-105,19590,64,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105.0,-8.0
2020.01.16_10.45.35,-8.394544999999999,51.886113,0,B,11,5G,-99,-13,0.0,15,-105,19456,64,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105.0,-8.0
2020.01.16_10.45.37,-8.394544999999999,51.886113,0,B,11,5G,-98,-11,3.0,15,-107,20056,66,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-106.0,-9.0
2020.01.16_10.45.38,-8.394544999999999,51.886113,0,B,11,5G,-98,-11,3.0,15,-107,21148,84,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-106.0,-9.0
2020.01.16_10.45.39,-8.394544999999999,51.886113,0,B,11,5G,-98,-13,-5.0,8,-105,20119,74,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-8.0
2020.01.16_10.45.40,-8.394544999999999,51.886113,0,B,11,5G,-98,-13,-5.0,8,-105,22357,74,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-8.0
2020.01.16_10.45.41,-8.394544999999999,51.886113,0,B,11,5G,-99,-12,-1.0,8,-105,19494,69,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-9.0
2020.01.16_10.45.44,-8.394544999999999,51.886113,0,B,11,5G,-99,-11,0.0,9,-105,741,0,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-8.0
2020.01.16_10.45.44,-8.394544999999999,51.886113,0,B,11,5G,-99,-11,0.0,9,-105,741,0,D,72.0,67.0,78.0,4.0,0.0,B,A4DF,9CBA,10805003,-104.0,-8.0
2020.01.16_10.45.45,-8.394544999999999,51.886113,0,B,11,5G,-99,-11,0.0,9,-105,2388,42,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-8.0
2020.01.16_10.45.46,-8.394544999999999,51.886113,0,B,11,5G,-100,-10,3.0,11,-105,15960,139,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-10.0
2020.01.16_10.45.47,-8.394544999999999,51.886113,0,B,11,5G,-100,-10,3.0,11,-105,20383,73,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-10.0
2020.01.16_10.45.48,-8.394544999999999,51.886113,0,B,11,5G,-98,-13,2.0,14,-105,19099,71,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-8.0
2020.01.16_10.45.49,-8.394544999999999,51.886113,0,B,11,5G,-98,-13,2.0,14,-105,18341,59,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-8.0
2020.01.16_10.45.51,-8.394544999999999,51.886113,0,B,11,5G,-99,-11,6.0,15,-105,19022,69,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105.0,-8.0
2020.01.16_10.45.52,-8.394544999999999,51.886113,0,B,11,5G,-99,-11,6.0,15,-105,19020,74,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105.0,-8.0
2020.01.16_10.45.53,-8.394544999999999,51.886113,0,B,11,5G,-99,-13,6.0,15,-105,19880,70,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-9.0
2020.01.16_10.45.54,-8.394544999999999,51.886113,0,B,11,5G,-99,-13,6.0,15,-105,17623,65,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-9.0
2020.01.16_10.45.55,-8.394544999999999,51.886113,0,B,11,5G,-99,-9,5.0,13,-105,20155,70,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-10.0
2020.01.16_10.45.57,-8.394544999999999,51.886113,0,B,11,5G,-99,-9,5.0,13,-105,19034,68,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-10.0
2020.01.16_10.45.58,-8.394544999999999,51.886113,0,B,11,5G,-99,-16,5.0,14,-105,0,0,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-6.0
2020.01.16_10.45.58,-8.394544999999999,51.886113,0,B,11,5G,-99,-16,5.0,14,-105,0,0,D,66.0,64.0,68.0,1.0,0.0,B,A4DF,9CBA,10805003,-103.0,-6.0
2020.01.16_10.45.59,-8.394544999999999,51.886113,0,B,11,5G,-99,-16,5.0,14,-105,6728,96,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-103.0,-6.0
2020.01.16_10.46.00,-8.394544999999999,51.886113,0,B,11,5G,-99,-14,3.0,12,-105,18622,92,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-10.0
2020.01.16_10.46.01,-8.394544999999999,51.886113,0,B,11,5G,-99,-14,3.0,12,-105,19674,69,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-10.0
2020.01.16_10.46.02,-8.394544999999999,51.886113,0,B,11,5G,-99,-13,1.0,12,-105,18346,65,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-7.0
2020.01.16_10.46.04,-8.394544999999999,51.886113,0,B,11,5G,-99,-13,1.0,12,-105,19449,66,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-7.0
2020.01.16_10.46.05,-8.394544999999999,51.886113,0,B,11,5G,-100,-13,1.0,12,-105,19437,69,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-8.0
2020.01.16_10.46.06,-8.394544999999999,51.886113,0,B,11,5G,-100,-13,1.0,12,-105,19124,65,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-8.0
2020.01.16_10.46.07,-8.394544999999999,51.886113,0,B,11,5G,-100,-11,2.0,13,-105,19987,62,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-11.0
2020.01.16_10.46.08,-8.394544999999999,51.886113,0,B,11,5G,-100,-11,2.0,13,-105,18600,66,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-104.0,-11.0
2020.01.16_10.46.09,-8.394544999999999,51.886113,0,B,11,5G,-100,-13,-4.0,12,-105,73663,193,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105.0,-9.0
2020.01.16_10.46.11,-8.394544999999999,51.886113,0,B,11,5G,-100,-13,-4.0,12,-105,119882,200,D,-,-,-,-,-,B,A4DF,9CBA,10805003,-105.0,-9.0
